Units,scenario,region,gcam-consumer,nodeinput,input,year,value
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,71.6733
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,72.4179
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,72.7865
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,72.9052
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,72.7647
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,72.4392
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,71.8294
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,70.9204
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,69.7821
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,68.5605
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,67.3511
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,66.1945
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,65.0896
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,63.9942
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,1975,65.501
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,1990,60.8196
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2005,56.6506
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2010,53.5429
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2015,50.6221
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2020,49.9868
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2025,49.3863
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2030,48.6819
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2035,47.8467
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2040,46.9743
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2045,46.1229
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2050,45.274
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2055,44.3775
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2060,43.3884
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2065,42.2463
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2070,40.9959
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2075,39.7181
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2080,38.4843
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2085,37.3322
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2090,36.2672
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2095,35.2711
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2100,34.3114
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,212.945
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,260.688
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,289.747
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,302.335
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,304.323
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,314.471
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,323.049
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,331.792
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,340.315
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,348.803
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,356.786
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,363.96
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,370.257
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,376.122
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,381.131
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,385.41
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,388.991
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,391.877
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,393.998
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,395.14
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,395.277
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,394.149
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,1975,148.132
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,1990,152.61
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2005,169.779
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2010,169.219
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2015,172.225
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2020,174.603
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2025,176.902
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2030,178.96
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2035,180.806
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2040,182.451
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2045,183.838
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2050,184.877
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2055,185.526
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2060,185.868
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2065,185.784
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2070,185.464
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2075,184.976
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2080,184.271
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2085,183.307
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2090,181.957
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2095,180.212
Pcal/yr,Reference,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2100,177.96
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,31.246
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,35.8876
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,28.4419
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,31.6801
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,31.0908
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,32.0573
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,33.2844
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,34.67
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,35.8286
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,36.7821
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,37.506100000000004
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,38.044
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,38.5115
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,38.9857
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,39.3309
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,39.5063
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,39.4895
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,39.3221
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,39.0483
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,38.7015
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,38.2851
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,37.7739
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,38.6181
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,39.1425
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,44.2231
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,31.5447
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,31.1231
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2020,29.9351
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2025,28.8501
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2030,27.866
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2035,27.0353
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2040,26.3459
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2045,25.7466
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2050,25.2004
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2055,24.6908
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2060,24.2165
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2065,23.7127
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2070,23.1947
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2075,22.662
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2080,22.1142
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2085,21.5587
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2090,21.0056
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2095,20.4541
Pcal/yr,Reference,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2100,19.891
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,24.3545
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,35.6966
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,44.375
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,55.4183
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,65.5528
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,70.1329
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,75.2077
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,80.1271
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,84.5174
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,88.5087
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,91.9876
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,94.9551
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,97.405
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,99.3845
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,100.897
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,101.939
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,102.498
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,102.62
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,102.393
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,101.948
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,101.309
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,100.469
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,1975,46.8622
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,1990,63.4178
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2005,64.834
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2010,60.3785
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2015,59.2371
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2020,61.2966
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2025,63.0424
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2030,64.5384
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2035,65.7908
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2040,66.7789
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2045,67.4969
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2050,67.9412
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2055,68.0817
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2060,67.9545
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2065,67.5878
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2070,66.9879
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2075,66.1682
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2080,65.1628
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2085,64.0235
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2090,62.8351
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2095,61.6102
Pcal/yr,Reference,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2100,60.3418
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,8.39411
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,9.27527
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,10.18
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,10.6957
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,10.7138
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,11.2392
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,11.7512
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,12.2703
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,12.7699
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,13.2604
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,13.7477
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,14.2369
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,14.7161
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,15.1765
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,15.5896
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,15.9569
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,16.2783
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,16.5541
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,16.7791
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,16.9337
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,17.0151
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,17.022
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,1975,3.8804
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,1990,4.46471
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2005,5.13286
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2010,4.92057
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2015,5.00743
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2020,5.182
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2025,5.3659
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2030,5.54736
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2035,5.71683
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2040,5.87325
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2045,6.02124
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2050,6.16224
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2055,6.29439
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2060,6.41492
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2065,6.51088
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2070,6.58597
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2075,6.6443
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2080,6.68583
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2085,6.70966
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2090,6.70758
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2095,6.67851
Pcal/yr,Reference,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2100,6.62171
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,107.778
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,178.582
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,263.464
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,380.161
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,491.442
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,604.042
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,727.585
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,832.158
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,932.092
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,1027.97
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,1117.71
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,1199.17
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,1271.04
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,1332.43
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,1382.87
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,1422.73
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,1451.87
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,1470.48
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,1479.15
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,1479.7
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,1472.8
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,1460.28
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,1975,341.269
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,1990,540.157
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2005,653.095
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2010,674.36
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2015,687.194
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2020,704.69
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2025,719.609
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2030,737.683
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2035,755.33
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2040,771.212
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2045,785.164
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2050,795.759
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2055,802.401
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2060,804.186
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2065,801.635
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2070,795.699
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2075,786.423
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2080,773.881
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2085,758.337
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2090,740.72
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2095,721.269
Pcal/yr,Reference,India,FoodDemand,FoodDemand,FoodDemand_Staples,2100,701.086
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,14.9084
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,34.1271
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,51.8793
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,62.7676
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,86.6095
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,101.674
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,117.955
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,134.621
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,149.323
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,162.477
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,173.514
